transactiondate;time;category;type;amount;balance;bonusValue
23.04.2025;20:29;Супермаркеты;Списание;861.48;2553918.06;+8.61
23.05.2025;22:39;Кэшбек;Пополнение;9654.99;3961275.71;0
23.05.2025;15:29;Перевод СБП;Пополнение;17103.25;4868652.22;0
23.05.2025;09:47;Транспорт;Списание;957.95;2692267.98;0
23.06.2025;11:11;Перевод СБП;Пополнение;3874.18;827506.27;0
23.06.2025;00:42;Транспорт;Списание;2804.49;3220845.13;0
23.06.2025;09:28;Кэшбек;Пополнение;37531.96;4999432.18;0
23.07.2025;21:09;Транспорт;Списание;1955.78;7473040.35;0
23.07.2025;02:23;Рестораны и кафе;Списание;1020.15;9655703.05;0
23.07.2025;20:43;Зарплата;Пополнение;23512.65;1136727.47;0
23.07.2025;03:47;Транспорт;Списание;1341.01;2829039.22;0
23.08.2025;15:47;Прочие расходы;Списание;3578.35;7733255.26;0
23.08.2025;18:30;Кэшбек;Пополнение;38549.45;3529360.27;0
23.08.2025;02:31;Перевод СБП;Пополнение;42007.25;2607901.49;0
23.08.2025;16:29;Кэшбек;Пополнение;49874.49;1745130.77;0
23.08.2025;07:10;Прочие расходы;Списание;3922.32;1697675.87;0
23.09.2025;03:24;Супермаркеты;Списание;2154.54;842779.1;+21.55
23.09.2025;05:23;Зарплата;Пополнение;57753.6;6995798.6;0
23.09.2025;04:38;Рестораны и кафе;Списание;4943.97;4873521.77;+49.44
23.09.2025;17:15;Перевод СБП;Пополнение;30991.09;8266883.73;0
23.10.2025;23:25;Транспорт;Списание;4356.42;8634728.38;0
23.10.2025;07:10;Супермаркеты;Списание;2014.69;6098445.59;+20.15
23.10.2025;09:55;Прочие расходы;Списание;185.6;6890138.1;+1.86
23.11.2025;14:56;Прочие расходы;Списание;1303.28;2567044.68;0
23.11.2025;05:32;Рестораны и кафе;Списание;1064.42;6888097.1;0
23.11.2025;18:27;Транспорт;Списание;3238.77;5811175.22;+32.39
23.11.2025;15:38;Транспорт;Списание;2969.27;6869271.74;+29.69
23.12.2025;16:35;Зарплата;Пополнение;47923.58;5950099.62;0
23.12.2025;11:57;Зарплата;Пополнение;17636.23;4342978.27;0
23.12.2025;02:38;Супермаркеты;Списание;3767.36;5776701.33;0
23.12.2025;22:06;Прочие расходы;Списание;4151.5;1000548.14;0
23.12.2025;17:01;Кэшбек;Пополнение;50823.44;5677891.69;0
24.01.2025;21:52;Супермаркеты;Списание;4446.55;3084157.7;0
24.01.2025;06:50;Транспорт;Списание;2739.93;2019588.76;0
24.02.2025;09:27;Здоровье и красота;Списание;1542.32;979363.31;0
24.02.2025;06:57;Рестораны и кафе;Списание;2198.99;2796794.4;+21.99
24.03.2025;23:23;Здоровье и красота;Списание;1721.73;1277905.46;+17.22
24.03.2025;06:50;Супермаркеты;Списание;263.91;5816177.49;+2.64
24.04.2025;16:37;Транспорт;Списание;2812.05;9947927.02;+28.12
24.04.2025;10:19;Здоровье и красота;Списание;2456.83;3223649.62;+24.57
24.04.2025;02:54;Кэшбек;Пополнение;4830.94;6315524.75;0
24.05.2025;16:44;Прочие расходы;Списание;2606.65;3954263.48;+26.07
24.05.2025;15:27;Зарплата;Пополнение;14374.42;7365183.45;0
24.05.2025;18:11;Перевод СБП;Пополнение;34464.19;9554405.39;0
24.05.2025;14:54;Перевод СБП;Пополнение;28398.14;6373686.13;0
24.06.2025;01:23;Здоровье и красота;Списание;2844.07;3463546.07;0
24.06.2025;05:22;Прочие расходы;Списание;4396.12;6368573.2;0
24.06.2025;02:00;Перевод СБП;Пополнение;34349.28;6830397.7;0
24.06.2025;23:33;Перевод СБП;Пополнение;36235.89;3832890.81;0
24.06.2025;14:20;Рестораны и кафе;Списание;1032.69;5672036.67;0
24.08.2025;11:42;Прочие расходы;Списание;1030.08;2568347.96;0
24.08.2025;22:37;Здоровье и красота;Списание;4181.13;4773656.28;0
24.08.2025;20:04;Супермаркеты;Списание;442.95;8266380.65;0
24.09.2025;18:37;Здоровье и красота;Списание;2603.0;229842.91;0
24.10.2025;04:44;Транспорт;Списание;1389.84;1398421.91;+13.9
24.10.2025;06:34;Рестораны и кафе;Списание;3725.67;4211509.13;+37.26
24.10.2025;03:45;Кэшбек;Пополнение;52713.2;4965681.3;0
24.12.2025;05:04;Транспорт;Списание;1902.74;7356687.44;+19.03
24.12.2025;08:18;Рестораны и кафе;Списание;3546.03;2120305.83;+35.46
25.01.2025;17:56;Рестораны и кафе;Списание;4919.12;4051407.93;0
25.01.2025;17:09;Рестораны и кафе;Списание;1531.86;5423072.04;0
25.02.2025;11:41;Здоровье и красота;Списание;2290.13;1116721.62;0
25.03.2025;11:56;Перевод СБП;Пополнение;54105.62;9328177.64;0
25.04.2025;05:47;Перевод СБП;Пополнение;10232.32;3891441.09;0
25.04.2025;13:26;Зарплата;Пополнение;44244.13;6649684.88;0
25.04.2025;21:09;Кэшбек;Пополнение;53803.05;1798933.82;0
25.04.2025;00:26;Зарплата;Пополнение;14766.16;981311.92;0
25.04.2025;03:29;Кэшбек;Пополнение;32082.29;3743350.23;0
25.04.2025;12:10;Здоровье и красота;Списание;2283.69;2844866.99;+22.84
25.05.2025;16:53;Зарплата;Пополнение;36166.92;9392560.28;0
25.06.2025;03:16;Рестораны и кафе;Списание;2736.28;9248552.29;+27.36
25.06.2025;07:14;Супермаркеты;Списание;1979.42;4384821.27;0
25.06.2025;02:09;Зарплата;Пополнение;10804.6;1284208.99;0
25.07.2025;16:53;Зарплата;Пополнение;53693.41;317725.5;0
25.07.2025;16:15;Зарплата;Пополнение;59450.92;7584412.05;0
25.08.2025;23:46;Кэшбек;Пополнение;57152.24;5531031.66;0
25.09.2025;02:43;Прочие расходы;Списание;3230.2;8117537.93;+32.3
25.09.2025;19:44;Рестораны и кафе;Списание;2413.92;5432756.94;0
25.10.2025;21:38;Перевод СБП;Пополнение;58603.36;5869778.58;0
25.10.2025;20:42;Зарплата;Пополнение;41056.28;8094039.47;0
25.11.2025;03:04;Транспорт;Списание;1878.54;5427695.72;0
25.12.2025;07:40;Здоровье и красота;Списание;1955.89;9099970.13;0
25.12.2025;01:56;Зарплата;Пополнение;37309.15;1584999.54;0
25.12.2025;22:13;Рестораны и кафе;Списание;4546.83;5723084.02;+45.47
26.01.2025;00:26;Прочие расходы;Списание;2804.49;4770851.79;0
26.01.2025;18:08;Кэшбек;Пополнение;46297.25;1628516.96;0
26.02.2025;07:15;Зарплата;Пополнение;43858.84;2877690.52;0
26.03.2025;15:07;Перевод СБП;Пополнение;3202.99;6194117.3;0
26.04.2025;12:18;Кэшбек;Пополнение;28892.21;2020976.78;0
26.04.2025;00:10;Транспорт;Списание;847.01;823632.09;0
26.04.2025;11:52;Кэшбек;Пополнение;33909.83;5116194.91;0
26.04.2025;03:49;Здоровье и красота;Списание;1634.08;9364808.91;+16.34
26.04.2025;09:56;Кэшбек;Пополнение;44948.68;1470075.2;0
26.05.2025;22:10;Здоровье и красота;Списание;1383.93;228458.98;0
26.06.2025;05:41;Кэшбек;Пополнение;2174.76;8690064.95;0
26.06.2025;08:38;Перевод СБП;Пополнение;12232.34;3326188.31;0
26.06.2025;06:08;Прочие расходы;Списание;4519.17;9496442.92;0
26.07.2025;21:27;Супермаркеты;Списание;2871.73;98780.36;0
26.07.2025;19:02;Перевод СБП;Пополнение;14982.02;1164634.67;0
26.09.2025;12:26;Перевод СБП;Пополнение;17287.12;6105130.86;0
26.09.2025;12:05;Транспорт;Списание;4026.27;2183604.67;+40.26
26.10.2025;21:19;Здоровье и красота;Списание;4748.86;3828141.95;0
26.10.2025;02:38;Здоровье и красота;Списание;3777.14;7574528.24;0
26.11.2025;16:55;Прочие расходы;Списание;3952.55;7984601.05;0
27.01.2025;21:22;Здоровье и красота;Списание;2157.05;6427481.54;+21.57
27.01.2025;04:00;Транспорт;Списание;2631.13;1427759.61;0
27.02.2025;05:48;Здоровье и красота;Списание;4250.67;977776.73;+42.51
27.02.2025;22:57;Рестораны и кафе;Списание;280.78;9097943.52;0
27.02.2025;16:02;Перевод СБП;Пополнение;4521.89;9500962.09;0
27.02.2025;09:55;Рестораны и кафе;Списание;842.1;7048115.55;+8.42
27.02.2025;03:28;Прочие расходы;Списание;3839.4;5384638.6;+38.39
27.03.2025;16:24;Прочие расходы;Списание;2224.57;2185566.88;+22.25
27.03.2025;22:42;Прочие расходы;Списание;4245.37;7477235.3;0
27.03.2025;19:29;Кэшбек;Пополнение;55818.32;4504075.69;0
27.03.2025;15:41;Рестораны и кафе;Списание;4399.91;2125570.69;0
27.04.2025;16:44;Здоровье и красота;Списание;919.31;7350809.03;0
27.04.2025;14:31;Рестораны и кафе;Списание;4501.07;1273404.39;+45.01
27.05.2025;15:08;Транспорт;Списание;295.58;5400394.5;+2.96
27.06.2025;03:52;Рестораны и кафе;Списание;3677.8;9583894.26;0
27.07.2025;15:06;Супермаркеты;Списание;535.94;4585240.02;0
27.07.2025;13:02;Рестораны и кафе;Списание;4315.97;817821.11;+43.16
27.07.2025;02:58;Супермаркеты;Списание;4942.91;4075883.55;+49.43
27.07.2025;08:53;Супермаркеты;Списание;2028.06;3881208.77;0
27.08.2025;14:42;Супермаркеты;Списание;87.04;7960647.77;+0.87
27.09.2025;15:22;Транспорт;Списание;765.58;6348817.54;+7.66
27.09.2025;05:14;Зарплата;Пополнение;39033.86;3137674.67;0
27.10.2025;21:09;Зарплата;Пополнение;1496.63;4862071.58;0
27.10.2025;17:36;Здоровье и красота;Списание;2353.2;1992084.57;0
27.10.2025;03:24;Супермаркеты;Списание;3401.91;1436682.62;+34.02
27.11.2025;15:56;Супермаркеты;Списание;444.7;8902626.08;0
27.11.2025;12:51;Транспорт;Списание;2773.92;2507181.55;0
27.11.2025;15:48;Кэшбек;Пополнение;39722.44;101652.09;0
27.11.2025;22:35;Прочие расходы;Списание;3772.5;4390019.61;0
27.12.2025;12:07;Рестораны и кафе;Списание;1329.52;5140161.54;0
27.12.2025;20:25;Транспорт;Списание;4109.72;7988372.23;0
27.12.2025;16:30;Зарплата;Пополнение;48923.38;3958319.3;0
28.01.2025;15:09;Транспорт;Списание;107.46;9099862.67;0
28.02.2025;14:33;Кэшбек;Пополнение;23812.85;6392386.05;0
28.02.2025;05:29;Супермаркеты;Списание;2445.99;2005331.49;0
28.02.2025;11:27;Прочие расходы;Списание;577.09;2126363.63;+5.77
28.02.2025;17:00;Супермаркеты;Списание;3279.06;7161998.82;+32.79
28.03.2025;14:24;Транспорт;Списание;1167.41;3909395.92;0
28.03.2025;14:28;Прочие расходы;Списание;1866.62;2401321.42;+18.67
28.03.2025;02:11;Супермаркеты;Списание;3574.18;5301321.32;0
28.03.2025;13:22;Зарплата;Пополнение;13867.63;2134173.46;0
28.04.2025;19:04;Рестораны и кафе;Списание;3226.51;2802663.1;0
28.04.2025;09:41;Транспорт;Списание;2286.44;2834864.37;0
28.05.2025;10:29;Здоровье и красота;Списание;4043.65;9319293.76;0
28.05.2025;20:40;Транспорт;Списание;1592.58;9503451.61;+15.93
28.05.2025;02:20;Кэшбек;Пополнение;32710.3;7526948.39;0
28.05.2025;17:18;Супермаркеты;Списание;1943.57;8120768.13;+19.44
28.05.2025;22:45;Перевод СБП;Пополнение;28870.89;1374484.22;0
28.06.2025;04:33;Прочие расходы;Списание;328.43;3420160.44;+3.28
28.06.2025;01:54;Кэшбек;Пополнение;40638.5;2837432.9;0
28.06.2025;17:34;Рестораны и кафе;Списание;4827.81;4862571.92;+48.28
28.06.2025;08:15;Рестораны и кафе;Списание;2549.18;5548687.65;0
28.06.2025;18:50;Зарплата;Пополнение;21959.11;9341252.87;0
28.06.2025;03:44;Зарплата;Пополнение;43067.85;5465961.15;0
28.07.2025;20:45;Супермаркеты;Списание;335.01;5576048.89;+3.35
28.07.2025;20:12;Зарплата;Пополнение;58769.05;1223403.72;0
28.07.2025;08:30;Перевод СБП;Пополнение;20508.76;7622285.12;0
28.08.2025;07:10;Здоровье и красота;Списание;2511.77;2123851.86;0
28.08.2025;21:44;Перевод СБП;Пополнение;52308.26;2129324.95;0
28.08.2025;23:57;Зарплата;Пополнение;18024.29;4355468.22;0
28.08.2025;00:51;Транспорт;Списание;3142.28;2825896.94;+31.42
28.09.2025;16:17;Здоровье и красота;Списание;3900.09;7609871.13;0
28.09.2025;01:14;Перевод СБП;Пополнение;35320.7;3613209.48;0
28.09.2025;04:06;Кэшбек;Пополнение;25519.73;9274072.02;0
28.09.2025;15:59;Перевод СБП;Пополнение;26791.46;122978.94;0
28.10.2025;12:13;Супермаркеты;Списание;96.85;5775584.05;0
28.10.2025;03:36;Зарплата;Пополнение;22497.87;8133552.59;0
28.10.2025;06:14;Зарплата;Пополнение;25042.2;8749484.74;0
28.10.2025;13:38;Зарплата;Пополнение;58080.51;6525678.0;0
28.12.2025;03:09;Рестораны и кафе;Списание;711.96;1149652.65;+7.12
28.12.2025;09:21;Здоровье и красота;Списание;2615.71;61929.65;+26.16
29.03.2025;21:56;Зарплата;Пополнение;51177.33;758354.36;0
29.03.2025;03:50;Здоровье и красота;Списание;197.33;8192912.65;+1.97
29.04.2025;13:06;Здоровье и красота;Списание;1884.19;6247822.25;+18.84
29.04.2025;14:22;Рестораны и кафе;Списание;1697.25;8773914.79;+16.97
29.05.2025;18:35;Кэшбек;Пополнение;18317.41;6260538.6;0
29.05.2025;08:32;Здоровье и красота;Списание;2055.81;8190856.84;+20.56
29.05.2025;15:49;Прочие расходы;Списание;1802.11;5279543.5;0
29.07.2025;00:44;Перевод СБП;Пополнение;13651.99;8001560.25;0
29.08.2025;19:05;Прочие расходы;Списание;4205.44;5135956.1;0
29.08.2025;15:40;Рестораны и кафе;Списание;1763.5;5814413.99;0
29.08.2025;16:38;Прочие расходы;Списание;3870.98;950513.81;+38.71
29.08.2025;06:15;Кэшбек;Пополнение;50863.72;9634757.98;0
29.09.2025;17:59;Транспорт;Списание;3866.19;6872241.01;0
29.09.2025;20:27;Кэшбек;Пополнение;23885.7;2849782.64;0
29.09.2025;10:38;Зарплата;Пополнение;4625.75;1288834.74;0
29.09.2025;08:45;Зарплата;Пополнение;49154.02;9505044.19;0
29.09.2025;15:33;Здоровье и красота;Списание;3381.08;1371103.14;0
29.10.2025;03:31;Супермаркеты;Списание;4213.96;7038377.66;0
29.10.2025;00:34;Транспорт;Списание;1339.97;6780615.83;0
29.11.2025;01:02;Кэшбек;Пополнение;30336.45;3493882.52;0
29.12.2025;20:04;Перевод СБП;Пополнение;32200.5;1882193.64;0
29.12.2025;04:17;Транспорт;Списание;88.56;5863656.38;0
29.12.2025;05:17;Транспорт;Списание;2270.32;4204985.63;0
30.01.2025;05:56;Здоровье и красота;Списание;2046.57;6144315.97;0
30.01.2025;10:35;Супермаркеты;Списание;4777.07;5422302.84;0
30.01.2025;21:01;Рестораны и кафе;Списание;93.89;7584318.16;0
30.03.2025;18:13;Здоровье и красота;Списание;3238.38;4426053.3;+32.38
30.03.2025;00:03;Транспорт;Списание;2901.64;8235892.64;+29.02
30.03.2025;10:16;Перевод СБП;Пополнение;37076.05;1701598.19;0
30.03.2025;20:19;Транспорт;Списание;3736.57;8940037.75;+37.37
30.04.2025;05:53;Зарплата;Пополнение;4533.71;985112.37;0
30.04.2025;09:16;Прочие расходы;Списание;652.42;3159735.15;+6.52
30.04.2025;03:22;Транспорт;Списание;3821.64;6666836.59;0
30.04.2025;02:32;Прочие расходы;Списание;3677.42;6552505.17;0
30.04.2025;19:02;Супермаркеты;Списание;2372.11;4913102.38;0
30.04.2025;19:12;Кэшбек;Пополнение;23205.01;7726048.77;0
30.04.2025;07:49;Перевод СБП;Пополнение;32184.89;3645394.37;0
30.05.2025;08:18;Кэшбек;Пополнение;3736.76;3160387.57;0
30.05.2025;10:04;Рестораны и кафе;Списание;2704.43;2162864.65;0
30.06.2025;00:01;Супермаркеты;Списание;178.74;5422893.3;0
30.06.2025;03:09;Супермаркеты;Списание;481.42;6887994.74;+4.81
30.06.2025;14:18;Транспорт;Списание;559.86;4503515.83;0
30.06.2025;17:49;Кэшбек;Пополнение;24628.23;4448257.37;0
30.07.2025;01:26;Супермаркеты;Списание;2364.64;7821057.29;+23.65
30.07.2025;17:00;Перевод СБП;Пополнение;12373.0;264032.09;0
30.07.2025;08:45;Здоровье и красота;Списание;410.13;4152986.42;+4.1
30.09.2025;18:05;Здоровье и красота;Списание;2669.49;3491213.03;+26.69
30.09.2025;15:46;Зарплата;Пополнение;20900.07;779254.43;0
30.09.2025;05:20;Зарплата;Пополнение;55633.54;8861360.4;0
30.10.2025;06:21;Зарплата;Пополнение;8645.57;5121779.9;0
30.10.2025;10:03;Зарплата;Пополнение;26702.09;875325.78;0
30.10.2025;10:20;Кэшбек;Пополнение;30297.04;903930.26;0
30.11.2025;05:26;Супермаркеты;Списание;2447.93;2341614.89;0
30.11.2025;04:37;Кэшбек;Пополнение;53490.08;5775030.42;0
30.11.2025;07:05;Кэшбек;Пополнение;18096.16;4325342.04;0
30.11.2025;23:03;Кэшбек;Пополнение;19663.63;7751014.41;0
30.12.2025;00:08;Здоровье и красота;Списание;2004.62;5554493.69;+20.05
31.01.2025;11:05;Здоровье и красота;Списание;4841.26;2683546.48;0
31.01.2025;14:22;Кэшбек;Пополнение;8578.85;5400690.08;0
31.01.2025;20:31;Кэшбек;Пополнение;26131.06;6890323.7;0
31.05.2025;01:00;Кэшбек;Пополнение;59820.77;6607562.54;0
31.05.2025;23:01;Рестораны и кафе;Списание;3001.23;5863744.94;+30.01
31.05.2025;12:51;Кэшбек;Пополнение;24618.25;9521061.17;0
31.07.2025;23:06;Супермаркеты;Списание;4339.78;2008510.2;0
31.07.2025;18:52;Рестораны и кафе;Списание;1187.79;9931659.66;0
31.07.2025;19:36;Супермаркеты;Списание;4825.31;9871996.81;+48.25
31.07.2025;00:25;Супермаркеты;Списание;2326.33;9587572.06;+23.26
31.08.2025;21:28;Транспорт;Списание;1214.5;822137.08;+12.14
31.08.2025;06:24;Супермаркеты;Списание;2734.64;9381651.08;+27.35
31.08.2025;23:45;Супермаркеты;Списание;1280.43;5611317.82;+12.8
31.10.2025;21:44;Зарплата;Пополнение;2171.37;2131496.32;0
31.10.2025;19:59;Рестораны и кафе;Списание;3111.56;5083312.19;0
31.10.2025;00:16;Супермаркеты;Списание;131.7;2651146.94;0
31.10.2025;00:20;Зарплата;Пополнение;53062.67;1851996.49;0
31.10.2025;11:00;Зарплата;Пополнение;36766.06;1994292.33;0
31.10.2025;15:32;Транспорт;Списание;4109.68;7361073.77;0
